result
"AnalyzerOutput(output=others, probas={others: 0.798, joy: 0.192, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.945, joy: 0.045, surprise: 0.003, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, disgust: 0.014, joy: 0.006, anger: 0.003, surprise: 0.002, fear: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.913, joy: 0.071, surprise: 0.007, sadness: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.012, fear: 0.004, disgust: 0.004, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.947, joy: 0.042, surprise: 0.003, fear: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.796, joy: 0.191, surprise: 0.005, sadness: 0.003, disgust: 0.002, anger: 0.002, fear: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.876, joy: 0.097, sadness: 0.017, fear: 0.004, surprise: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.009, fear: 0.005, disgust: 0.004, sadness: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.013, fear: 0.008, surprise: 0.006, sadness: 0.005, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.830, others: 0.161, surprise: 0.003, sadness: 0.002, fear: 0.002, anger: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.609, joy: 0.380, surprise: 0.003, fear: 0.002, disgust: 0.002, anger: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, joy: 0.014, sadness: 0.012, fear: 0.010, disgust: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.007, disgust: 0.007, anger: 0.002, surprise: 0.002, fear: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.014, sadness: 0.004, disgust: 0.003, surprise: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.842, joy: 0.137, sadness: 0.008, fear: 0.007, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.012, fear: 0.008, surprise: 0.004, disgust: 0.003, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.942, joy: 0.048, disgust: 0.003, fear: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.930, joy: 0.060, disgust: 0.002, fear: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.948, joy: 0.042, surprise: 0.004, fear: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.897, joy: 0.091, surprise: 0.005, disgust: 0.002, sadness: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.023, sadness: 0.005, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.936, joy: 0.027, sadness: 0.012, fear: 0.012, surprise: 0.009, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.747, others: 0.242, surprise: 0.003, fear: 0.002, anger: 0.002, sadness: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.912, joy: 0.065, sadness: 0.014, surprise: 0.004, disgust: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.742, joy: 0.225, sadness: 0.021, fear: 0.004, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.675, joy: 0.311, surprise: 0.004, sadness: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.017, surprise: 0.011, disgust: 0.003, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.950, others: 0.042, sadness: 0.002, surprise: 0.002, anger: 0.002, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.014, surprise: 0.003, sadness: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.883, joy: 0.094, sadness: 0.011, fear: 0.006, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.960, joy: 0.030, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.030, surprise: 0.004, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.022, surprise: 0.006, disgust: 0.004, fear: 0.004, anger: 0.004, sadness: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.926, joy: 0.062, surprise: 0.005, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.972, others: 0.018, sadness: 0.003, surprise: 0.002, fear: 0.001, anger: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.937, joy: 0.051, surprise: 0.004, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, joy: 0.032, sadness: 0.003, fear: 0.003, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.914, joy: 0.074, surprise: 0.004, sadness: 0.004, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.521, others: 0.461, surprise: 0.010, sadness: 0.003, fear: 0.002, anger: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.951, joy: 0.034, surprise: 0.004, sadness: 0.004, disgust: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.797, joy: 0.191, sadness: 0.004, fear: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.885, others: 0.105, surprise: 0.003, sadness: 0.002, anger: 0.002, fear: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.949, joy: 0.037, sadness: 0.004, fear: 0.004, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.545, sadness: 0.408, joy: 0.024, disgust: 0.009, fear: 0.007, surprise: 0.005, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.948, joy: 0.019, sadness: 0.016, fear: 0.009, disgust: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.012, surprise: 0.005, disgust: 0.003, fear: 0.003, anger: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.499, others: 0.435, joy: 0.047, disgust: 0.006, fear: 0.005, surprise: 0.004, anger: 0.004})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.021, fear: 0.003, disgust: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.012, fear: 0.004, surprise: 0.003, disgust: 0.003, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.953, fear: 0.023, joy: 0.014, sadness: 0.003, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.966, others: 0.018, joy: 0.006, surprise: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.015, disgust: 0.003, surprise: 0.003, fear: 0.003, anger: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.949, joy: 0.041, fear: 0.003, surprise: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.952, joy: 0.028, sadness: 0.010, disgust: 0.003, surprise: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.954, others: 0.036, surprise: 0.003, anger: 0.002, fear: 0.002, disgust: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.023, sadness: 0.003, fear: 0.003, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.950, joy: 0.040, surprise: 0.002, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.961, joy: 0.016, fear: 0.007, disgust: 0.004, sadness: 0.004, surprise: 0.004, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.881, joy: 0.098, sadness: 0.011, surprise: 0.004, disgust: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.910, joy: 0.080, surprise: 0.003, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.019, surprise: 0.005, disgust: 0.002, sadness: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.962, joy: 0.023, surprise: 0.009, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.977, others: 0.014, surprise: 0.003, sadness: 0.002, anger: 0.002, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.909, joy: 0.075, surprise: 0.006, sadness: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.945, sadness: 0.025, joy: 0.014, fear: 0.007, disgust: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.951, joy: 0.036, sadness: 0.004, fear: 0.004, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=fear, probas={fear: 0.554, others: 0.399, joy: 0.016, sadness: 0.015, disgust: 0.008, anger: 0.004, surprise: 0.004})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.012, surprise: 0.004, disgust: 0.003, fear: 0.003, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.959, joy: 0.012, sadness: 0.011, disgust: 0.008, surprise: 0.005, fear: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.008, disgust: 0.005, surprise: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.496, joy: 0.493, surprise: 0.004, disgust: 0.002, sadness: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.745, joy: 0.233, sadness: 0.010, surprise: 0.007, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.017, sadness: 0.006, disgust: 0.003, surprise: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.012, sadness: 0.008, fear: 0.006, disgust: 0.005, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=fear, probas={fear: 0.937, others: 0.045, sadness: 0.007, joy: 0.005, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.760, others: 0.205, joy: 0.016, fear: 0.009, disgust: 0.005, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.025, surprise: 0.004, sadness: 0.003, disgust: 0.002, fear: 0.001, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.871, others: 0.119, surprise: 0.003, anger: 0.003, fear: 0.002, disgust: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.010, sadness: 0.005, disgust: 0.004, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.873, others: 0.100, joy: 0.013, fear: 0.006, surprise: 0.003, disgust: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.022, fear: 0.003, sadness: 0.003, disgust: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.699, sadness: 0.214, joy: 0.068, surprise: 0.007, fear: 0.006, disgust: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.945, joy: 0.042, fear: 0.004, sadness: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.926, joy: 0.061, surprise: 0.004, sadness: 0.004, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.797, joy: 0.185, surprise: 0.007, sadness: 0.005, fear: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.870, joy: 0.112, surprise: 0.008, sadness: 0.005, fear: 0.003, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.010, surprise: 0.004, disgust: 0.003, fear: 0.002, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.853, joy: 0.137, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.802, others: 0.169, sadness: 0.018, surprise: 0.005, fear: 0.002, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.701, sadness: 0.224, joy: 0.032, fear: 0.026, surprise: 0.010, disgust: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.857, joy: 0.132, surprise: 0.004, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.363, fear: 0.333, sadness: 0.268, joy: 0.021, disgust: 0.007, surprise: 0.004, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.939, joy: 0.033, sadness: 0.018, fear: 0.003, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.008, disgust: 0.004, sadness: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.008, disgust: 0.005, fear: 0.005, sadness: 0.003, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.859, others: 0.131, surprise: 0.003, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.955, others: 0.037, surprise: 0.003, sadness: 0.002, fear: 0.001, anger: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.668, joy: 0.320, sadness: 0.003, fear: 0.003, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.014, fear: 0.003, disgust: 0.003, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.013, surprise: 0.005, disgust: 0.003, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.899, others: 0.093, surprise: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.871, joy: 0.120, surprise: 0.002, disgust: 0.002, fear: 0.002, anger: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.951, joy: 0.031, sadness: 0.008, surprise: 0.004, disgust: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.012, sadness: 0.005, fear: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.945, joy: 0.034, fear: 0.007, sadness: 0.006, surprise: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.014, surprise: 0.005, sadness: 0.003, disgust: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.889, sadness: 0.070, joy: 0.025, disgust: 0.006, fear: 0.005, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.008, disgust: 0.005, sadness: 0.005, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.012, disgust: 0.004, sadness: 0.003, surprise: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.788, joy: 0.202, surprise: 0.003, fear: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.539, others: 0.443, surprise: 0.007, sadness: 0.006, anger: 0.002, disgust: 0.002, fear: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.935, joy: 0.054, surprise: 0.003, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.866, sadness: 0.064, joy: 0.055, disgust: 0.006, fear: 0.003, anger: 0.003, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.897, joy: 0.084, sadness: 0.005, surprise: 0.005, fear: 0.004, anger: 0.003, disgust: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.020, surprise: 0.002, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.916, sadness: 0.043, fear: 0.016, joy: 0.013, disgust: 0.006, surprise: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.939, joy: 0.042, surprise: 0.007, fear: 0.005, sadness: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.966, joy: 0.024, fear: 0.003, disgust: 0.002, surprise: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.012, disgust: 0.005, sadness: 0.004, fear: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.895, joy: 0.092, sadness: 0.004, surprise: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.012, sadness: 0.006, fear: 0.004, disgust: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.016, disgust: 0.003, surprise: 0.003, anger: 0.002, sadness: 0.002, fear: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.940, joy: 0.049, fear: 0.003, sadness: 0.003, disgust: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.023, sadness: 0.005, fear: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.672, joy: 0.317, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.819, joy: 0.146, surprise: 0.008, fear: 0.008, sadness: 0.008, anger: 0.006, disgust: 0.004})"
"AnalyzerOutput(output=others, probas={others: 0.833, sadness: 0.121, joy: 0.021, fear: 0.012, disgust: 0.007, surprise: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.966, joy: 0.022, fear: 0.003, sadness: 0.003, disgust: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.012, sadness: 0.004, disgust: 0.004, surprise: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.963, others: 0.029, anger: 0.002, sadness: 0.002, surprise: 0.002, fear: 0.001, disgust: 0.001})"
